HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458769.01430,2019-10-12.5106788,bA,2.01,15.126,10.718,0.008,187.283,1.291,g
2458769.91001,2019-10-13.4063548,bq,1.48,14.994,10.738,0.007,183.926,1.230,g
2458771.92318,2019-10-15.4194717,bA,2.17,15.294,10.791,0.007,175.264,1.166,g
2458771.92446,2019-10-15.4207563,bA,2.21,15.287,10.826,0.006,169.801,0.942,g
2458771.92576,2019-10-15.4220460,bA,2.37,15.202,10.810,0.007,172.213,1.148,g
2458772.94851,2019-10-16.4447761,bA,2.23,15.217,10.986,0.008,146.379,1.063,g
2458772.94980,2019-10-16.4460655,bA,2.12,15.329,10.937,0.007,153.091,0.992,g
2458772.95109,2019-10-16.4473519,bA,2.13,15.393,10.970,0.007,148.607,0.933,g
2458773.87203,2019-10-17.3682792,bq,1.52,15.178,11.084,0.007,133.723,0.821,g
2458773.87325,2019-10-17.3694937,bq,1.49,15.188,11.063,0.007,136.324,0.893,g
2458773.87449,2019-10-17.3707341,bq,1.57,15.133,11.024,0.007,141.427,0.906,g
2458775.64990,2019-10-19.1460972,bq,1.52,15.253,10.878,0.006,161.704,0.934,g
2458775.65112,2019-10-19.1473193,bq,1.47,15.245,10.873,0.006,162.492,0.948,g
2458775.65234,2019-10-19.1485372,bq,1.52,15.257,10.874,0.006,162.349,0.868,g
2458777.86095,2019-10-21.3570997,bq,1.46,15.189,10.738,0.006,184.146,0.990,g
2458777.86216,2019-10-21.3583119,bq,1.49,15.196,10.736,0.006,184.322,0.980,g
2458777.86339,2019-10-21.3595347,bq,1.50,15.187,10.747,0.006,182.428,1.045,g
2458778.94965,2019-10-22.4457795,bA,2.03,15.638,11.253,0.007,114.569,0.749,g
2458778.95094,2019-10-22.4470700,bA,2.03,15.649,11.259,0.006,113.870,0.578,g
2458778.95222,2019-10-22.4483509,bA,2.03,15.623,11.262,0.005,113.566,0.560,g
2458780.61035,2019-10-24.1064478,bq,1.49,15.363,11.107,0.008,130.910,0.926,g
2458780.61157,2019-10-24.1076682,bq,1.47,15.370,11.112,0.007,130.368,0.830,g
2458782.77073,2019-10-26.2667942,bq,1.49,15.207,10.732,0.007,185.105,1.222,g
2458782.77195,2019-10-26.2680076,bq,1.48,15.217,10.738,0.007,184.042,1.118,g
2458782.77317,2019-10-26.2692247,bq,1.43,15.218,10.742,0.007,183.251,1.113,g
2458785.60342,2019-10-29.0994439,bq,1.64,15.187,10.770,0.008,178.708,1.277,g
2458785.60464,2019-10-29.1006667,bq,1.60,15.193,10.780,0.007,176.961,1.038,g
2458785.60586,2019-10-29.1018863,bq,1.53,15.187,10.765,0.007,179.515,1.175,g
2458789.64481,2019-11-02.1407996,bq,1.52,15.213,10.737,0.007,184.206,1.069,g
2458789.64725,2019-11-02.1432341,bq,1.49,15.200,10.717,0.006,187.640,1.059,g
2458789.77878,2019-11-02.2747694,bq,1.53,15.202,10.713,0.006,188.191,1.003,g
2458789.78000,2019-11-02.2759878,bq,1.52,15.210,10.722,0.006,186.788,1.046,g
2458789.78122,2019-11-02.2772017,bq,1.57,15.213,10.732,0.006,184.970,1.025,g
2458790.76589,2019-11-03.2618733,bA,2.01,15.413,10.762,0.005,180.009,0.865,g
2458790.76718,2019-11-03.2631583,bA,2.02,15.449,10.804,0.006,173.133,1.032,g
2458790.76847,2019-11-03.2644511,bA,2.03,15.450,10.807,0.006,172.709,0.969,g
2458792.76138,2019-11-05.2573513,bA,2.03,15.554,11.024,0.007,141.398,0.872,g
2458792.76268,2019-11-05.2586511,bA,2.01,15.511,11.009,0.007,143.341,0.911,g
2458792.76396,2019-11-05.2599336,bA,2.04,15.502,11.005,0.005,143.812,0.758,g
2458794.86461,2019-11-07.3605863,bA,2.07,15.354,10.709,0.006,188.908,1.098,g
2458794.86592,2019-11-07.3618886,bA,2.07,15.341,10.720,0.005,187.042,0.866,g
2458794.86721,2019-11-07.3631806,bA,2.07,15.316,10.712,0.006,188.420,1.060,g
2458796.83055,2019-11-09.3265253,bA,2.10,15.320,10.773,0.006,178.287,1.029,g
2458796.83184,2019-11-09.3278171,bA,2.09,15.364,10.809,0.007,172.415,1.065,g
2458796.83314,2019-11-09.3291149,bA,2.06,15.303,10.771,0.006,178.441,1.087,g
2458798.92348,2019-11-11.4194542,bA,2.24,15.250,10.764,0.008,179.796,1.202,g
2458798.92478,2019-11-11.4207542,bA,2.20,15.352,10.759,0.007,180.395,1.158,g
2458798.92606,2019-11-11.4220412,bA,2.19,15.308,10.797,0.007,174.279,1.102,g
2458801.73950,2019-11-14.2354961,bA,2.07,15.306,10.746,0.006,182.666,1.113,g
2458801.74080,2019-11-14.2367956,bA,2.07,15.306,10.732,0.007,184.966,1.199,g
2458801.74210,2019-11-14.2380943,bA,2.07,15.270,10.736,0.006,184.287,1.120,g
2458803.86113,2019-11-16.3571415,bq,1.55,14.932,10.935,0.008,153.442,1.228,g
2458803.86234,2019-11-16.3583586,bq,1.53,14.973,10.935,0.008,153.451,1.156,g
2458803.86356,2019-11-16.3595770,bq,1.51,15.058,10.939,0.008,152.957,1.081,g
2458804.81456,2019-11-17.3105920,bq,1.56,15.239,10.861,0.005,164.375,0.802,g
2458804.81577,2019-11-17.3118031,bq,1.61,15.183,10.846,0.006,166.672,0.968,g
2458804.81699,2019-11-17.3130211,bq,1.58,15.203,10.863,0.007,164.100,1.103,g
2458805.68118,2019-11-18.1772194,bq,1.50,15.250,10.791,0.006,175.260,0.923,g
2458805.68241,2019-11-18.1784457,bq,1.52,15.238,10.802,0.007,173.514,1.128,g
2458805.68362,2019-11-18.1796627,bq,1.49,15.250,10.789,0.007,175.542,1.062,g
2458805.80592,2019-11-18.3019609,bq,1.48,15.202,10.737,0.007,184.140,1.169,g
2458805.80714,2019-11-18.3031776,bq,1.52,15.196,10.735,0.007,184.486,1.074,g
2458808.77916,2019-11-21.2752420,bq,1.47,15.197,10.710,0.006,188.732,1.106,g
2458808.78037,2019-11-21.2764608,bq,1.44,15.214,10.748,0.006,182.337,1.017,g
2458808.78159,2019-11-21.2776791,bq,1.43,15.222,10.748,0.007,182.423,1.066,g
2458809.64653,2019-11-22.1426361,bq,1.56,15.220,10.779,0.007,177.072,1.105,g
2458809.64774,2019-11-22.1438505,bq,1.51,15.209,10.773,0.007,178.184,1.082,g
2458809.64896,2019-11-22.1450688,bq,1.54,15.192,10.733,0.006,184.850,1.039,g
2458811.75318,2019-11-24.2493201,bA,2.10,15.424,10.760,0.005,180.364,0.820,g
2458811.77369,2019-11-24.2698379,bA,2.08,15.462,10.773,0.006,178.284,0.990,g
2458811.77495,2019-11-24.2710982,bA,2.17,15.446,10.770,0.006,178.668,0.995,g
2458811.77622,2019-11-24.2723638,bA,2.16,15.446,10.766,0.007,179.232,1.089,g
2458812.64543,2019-11-25.1415870,bq,1.47,15.233,10.737,0.006,184.259,1.027,g
2458812.64664,2019-11-25.1428048,bq,1.48,15.224,10.747,0.006,182.500,1.013,g
2458812.64786,2019-11-25.1440239,bq,1.49,15.220,10.717,0.007,187.595,1.259,g
2458814.66128,2019-11-27.1574925,bq,1.50,14.569,10.735,0.008,184.601,1.452,g
2458814.66251,2019-11-27.1587157,bq,1.55,14.638,10.724,0.008,186.497,1.406,g
2458814.66373,2019-11-27.1599314,bq,1.51,14.624,10.689,0.008,192.378,1.402,g
2458814.82828,2019-11-27.3244873,bq,1.60,13.861,10.799,0.014,173.901,2.249,g
2458814.82949,2019-11-27.3257004,bq,1.74,14.195,10.798,0.011,174.114,1.750,g
2458814.83073,2019-11-27.3269339,bq,1.79,14.037,10.813,0.012,171.738,1.959,g
2458818.77098,2019-12-01.2672932,bA,1.71,13.596,10.739,0.019,183.765,3.188,g
2458818.77226,2019-12-01.2685710,bA,1.69,13.655,10.674,0.017,195.265,3.062,g
2458818.77354,2019-12-01.2698464,bA,1.70,99.990,99.990,99.990,99.990,99.990,g
2458820.85068,2019-12-03.3470525,bA,2.03,15.418,10.784,0.006,176.351,0.914,g
2458820.85195,2019-12-03.3483324,bA,2.02,15.440,10.792,0.005,175.119,0.828,g
2458820.85324,2019-12-03.3496199,bA,2.04,15.438,10.789,0.006,175.482,0.908,g
2458821.85077,2019-12-04.3471775,bA,2.04,15.658,11.262,0.006,113.535,0.645,g
2458821.85204,2019-12-04.3484458,bA,2.04,15.649,11.241,0.006,115.838,0.613,g
2458821.85331,2019-12-04.3497211,bA,2.03,15.675,11.264,0.007,113.361,0.713,g
2458824.82524,2019-12-07.3217472,bA,2.10,15.375,10.728,0.007,185.653,1.127,g
2458824.82653,2019-12-07.3230320,bA,2.13,15.367,10.726,0.006,186.037,1.067,g
2458824.82781,2019-12-07.3243075,bA,2.14,15.338,10.731,0.007,185.212,1.124,g
2458825.81758,2019-12-08.3141267,bA,2.10,15.361,10.708,0.007,189.174,1.139,g
2458825.81886,2019-12-08.3153993,bA,2.10,15.360,10.757,0.007,180.861,1.116,g
2458825.82013,2019-12-08.3166765,bA,2.10,15.351,10.745,0.006,182.900,1.086,g
2458833.77948,2019-12-16.2763417,bq,1.49,15.332,11.031,0.006,140.538,0.738,g
2458833.78070,2019-12-16.2775627,bq,1.52,15.313,11.034,0.006,140.121,0.831,g
2458833.78192,2019-12-16.2787896,bq,1.55,15.263,11.038,0.006,139.645,0.767,g
2458834.72336,2019-12-17.2202579,bq,1.52,15.260,10.944,0.007,152.117,0.932,g
2458835.73825,2019-12-18.2351931,bq,1.47,15.228,10.796,0.006,174.375,0.890,g
2458835.73946,2019-12-18.2364126,bq,1.58,15.199,10.789,0.006,175.503,0.993,g
2458835.74068,2019-12-18.2376321,bq,1.52,15.213,10.791,0.007,175.260,1.113,g
2458836.75699,2019-12-19.2539803,bq,1.48,15.156,10.683,0.006,193.597,1.004,g
2458836.75820,2019-12-19.2551979,bq,1.55,15.185,10.720,0.006,187.190,1.015,g
2458836.75943,2019-12-19.2564197,bq,1.46,15.176,10.704,0.006,189.816,1.038,g
2458838.72773,2019-12-21.2248218,bq,1.46,15.203,10.749,0.007,182.200,1.150,g
2458838.72894,2019-12-21.2260296,bq,1.49,15.178,10.726,0.007,186.060,1.162,g
2458838.73015,2019-12-21.2272483,bq,1.53,15.209,10.777,0.006,177.485,0.908,g
2458849.57617,2020-01-01.0738432,bq,1.54,15.158,10.744,0.007,183.025,1.147,g
2458849.57739,2020-01-01.0750606,bq,1.47,15.148,10.760,0.007,180.417,1.166,g
2458849.57861,2020-01-01.0762802,bq,1.48,15.021,10.741,0.007,183.511,1.229,g
2458850.57292,2020-01-02.0706611,bq,1.52,99.990,99.990,99.990,99.990,99.990,g
2458850.57416,2020-01-02.0718888,bq,1.51,13.580,10.723,0.022,186.621,3.667,g
2458850.57537,2020-01-02.0731141,bq,1.56,13.133,10.783,0.029,176.580,4.740,g
2458850.68949,2020-01-02.1872320,bq,1.87,99.990,99.990,99.990,99.990,99.990,g
2458850.72479,2020-01-02.2225326,bq,1.65,99.990,99.990,99.990,99.990,99.990,g
2458853.74437,2020-01-05.2422947,bq,1.60,15.144,10.781,0.007,176.906,1.076,g
2458853.74559,2020-01-05.2435101,bq,1.63,15.152,10.781,0.006,176.873,0.946,g
2458855.60002,2020-01-07.0980550,bq,1.52,15.144,10.724,0.006,186.282,1.079,g
2458855.60125,2020-01-07.0992826,bq,1.52,15.176,10.737,0.007,184.153,1.191,g
2458855.60248,2020-01-07.1005128,bq,1.47,15.110,10.699,0.007,190.733,1.135,g
2458855.73811,2020-01-07.2361572,bq,1.45,15.123,10.718,0.007,187.555,1.136,g
2458855.73934,2020-01-07.2373827,bq,1.54,15.092,10.721,0.006,186.875,1.103,g
2458855.74057,2020-01-07.2386087,bq,1.57,15.118,10.719,0.007,187.189,1.165,g
2458856.72800,2020-01-08.2261113,bq,1.50,15.118,10.743,0.007,183.192,1.130,g
2458856.72922,2020-01-08.2273268,bq,1.55,15.102,10.741,0.008,183.532,1.277,g
2458856.73044,2020-01-08.2285428,bq,1.52,15.068,10.726,0.007,186.114,1.161,g
2458858.73149,2020-01-10.2297237,bq,1.58,15.130,10.950,0.008,151.360,1.039,g
2458863.71252,2020-01-15.2110731,bq,1.53,14.591,10.756,0.008,180.923,1.364,g
2458863.71374,2020-01-15.2122962,bq,1.47,14.678,10.759,0.007,180.368,1.221,g
2458863.71496,2020-01-15.2135145,bq,1.52,14.950,10.749,0.006,182.095,1.020,g
2458866.69979,2020-01-18.1985505,bq,2.09,15.103,10.754,0.006,181.363,1.032,g
2458866.70100,2020-01-18.1997606,bq,2.10,15.125,10.763,0.007,179.929,1.088,g
2458866.70221,2020-01-18.2009628,bq,2.16,15.135,10.784,0.006,176.362,1.045,g
2458867.69610,2020-01-19.1949229,bq,1.48,15.160,10.713,0.007,188.247,1.166,g
2458867.69733,2020-01-19.1961508,bq,1.45,15.163,10.714,0.007,188.035,1.094,g
2458867.69854,2020-01-19.1973646,bq,1.53,15.159,10.717,0.006,187.575,1.024,g
2458871.68710,2020-01-23.1861954,bq,1.57,13.626,10.961,0.024,149.859,3.233,g
2458871.68833,2020-01-23.1874283,bq,1.57,13.050,11.054,0.038,137.494,4.742,g
2458871.68954,2020-01-23.1886405,bq,1.70,13.475,10.960,0.023,149.954,3.061,g
2458872.68799,2020-01-24.1871521,bq,1.48,15.174,10.753,0.007,181.522,1.086,g
2458872.68921,2020-01-24.1883743,bq,1.50,15.179,10.742,0.006,183.320,0.935,g
2458872.69043,2020-01-24.1895939,bq,1.52,15.176,10.759,0.007,180.347,1.053,g
2458873.67720,2020-01-25.1764388,bq,1.44,14.450,10.737,0.009,184.227,1.539,g
2458873.67967,2020-01-25.1789046,bq,1.54,14.810,10.729,0.007,185.521,1.221,g
2458874.67359,2020-01-26.1728935,bq,1.50,15.129,10.721,0.007,186.900,1.241,g
2458874.67481,2020-01-26.1741106,bq,1.48,15.160,10.733,0.006,184.853,0.993,g
2458874.67604,2020-01-26.1753376,bq,1.53,15.162,10.730,0.007,185.280,1.118,g
2458877.66739,2020-01-29.1669040,bq,1.48,15.240,10.909,0.007,157.140,0.942,g
2458877.66862,2020-01-29.1681377,bq,1.48,15.231,10.904,0.007,157.925,1.003,g
2458877.66984,2020-01-29.1693564,bq,1.50,15.248,10.909,0.007,157.215,0.962,g
2458879.66412,2020-01-31.1637789,bq,1.54,15.136,10.710,0.007,188.825,1.178,g
2458879.66534,2020-01-31.1649997,bq,1.46,15.146,10.734,0.006,184.611,1.052,g
2458879.66657,2020-01-31.1662240,bq,1.52,15.129,10.715,0.006,188.041,1.033,g
2458880.65088,2020-02-01.1506038,bq,1.57,15.138,10.736,0.007,184.430,1.090,g
2458880.65210,2020-02-01.1518211,bq,1.55,15.148,10.736,0.007,184.413,1.121,g
2458880.65330,2020-02-01.1530322,bq,1.52,15.132,10.716,0.007,187.703,1.116,g
2458881.64228,2020-02-02.1420770,bq,1.53,14.440,10.783,0.010,176.456,1.500,g
2458881.64351,2020-02-02.1433086,bq,1.50,14.496,10.753,0.010,181.370,1.660,g
2458881.64473,2020-02-02.1445307,bq,1.49,14.477,10.787,0.009,175.862,1.501,g
2458882.65142,2020-02-03.1512866,bq,1.47,15.203,10.830,0.007,169.031,1.023,g
2458882.65264,2020-02-03.1525121,bq,1.59,15.178,10.806,0.007,172.860,1.034,g
2458882.65387,2020-02-03.1537318,bq,1.55,15.190,10.828,0.007,169.362,1.076,g
2458887.62006,2020-02-08.1202777,bq,1.66,15.086,10.743,0.007,183.131,1.227,g
2458887.62128,2020-02-08.1214973,bq,1.51,15.074,10.730,0.007,185.411,1.185,g
2458887.62249,2020-02-08.1227158,bq,1.51,15.096,10.737,0.007,184.105,1.108,g
2458888.61799,2020-02-09.1182754,bq,2.11,14.801,10.866,0.009,163.413,1.326,g
2458888.61920,2020-02-09.1194873,bq,1.98,14.998,10.827,0.008,169.623,1.212,g
2458893.60048,2020-02-14.1011189,bq,1.63,15.170,10.748,0.006,182.202,1.028,g
2458893.60169,2020-02-14.1023347,bq,1.63,15.177,10.742,0.006,183.263,0.983,g
2458893.60291,2020-02-14.1035542,bq,1.51,15.175,10.738,0.007,184.006,1.095,g
2458894.59724,2020-02-15.0979519,bq,1.49,14.620,10.753,0.008,181.423,1.315,g
2458894.59846,2020-02-15.0991777,bq,1.48,14.557,10.774,0.009,178.091,1.382,g
2458894.59969,2020-02-15.1004047,bq,1.51,14.699,10.767,0.007,179.021,1.119,g
2458896.59066,2020-02-17.0915092,bq,1.61,15.191,10.829,0.006,169.126,0.964,g
2458896.59188,2020-02-17.0927299,bq,1.61,15.179,10.817,0.007,170.994,1.061,g
2458896.59310,2020-02-17.0939495,bq,1.61,15.173,10.808,0.006,172.547,0.915,g
2458904.59808,2020-02-25.0994737,bq,2.21,15.091,10.722,0.007,186.705,1.257,g
2458904.59930,2020-02-25.1006956,bq,1.61,15.126,10.707,0.006,189.423,0.992,g
2458904.60051,2020-02-25.1019128,bq,1.61,15.145,10.734,0.006,184.608,1.075,g
2458906.59853,2020-02-27.1000508,bq,1.54,15.150,10.764,0.007,179.586,1.130,g
2458906.60096,2020-02-27.1024851,bq,1.55,15.158,10.753,0.007,181.596,1.111,g
2458907.57664,2020-02-28.0782271,bq,2.23,13.868,11.095,0.020,132.368,2.407,g
2458907.57783,2020-02-28.0794244,bq,2.27,13.961,11.074,0.017,135.027,2.081,g
2458907.57904,2020-02-28.0806322,bq,2.23,13.879,11.099,0.018,131.988,2.200,g
2458908.58082,2020-02-29.0824797,bq,2.24,14.382,10.945,0.016,152.002,2.278,g
2458908.58204,2020-02-29.0836983,bq,2.04,99.990,99.990,99.990,99.990,99.990,g
2458908.58326,2020-02-29.0849167,bq,2.04,99.990,99.990,99.990,99.990,99.990,g
2458909.57386,2020-03-01.0755878,bq,1.69,13.521,10.768,0.019,179.002,3.149,g
2458909.57508,2020-03-01.0768039,bq,1.60,13.468,10.740,0.022,183.709,3.590,g
2458909.57630,2020-03-01.0780236,bq,1.64,13.535,10.733,0.019,184.905,3.092,g
2458914.57592,2020-03-06.0779619,bq,1.60,14.634,11.057,0.012,137.109,1.511,g
2458914.57715,2020-03-06.0791899,bq,1.54,14.614,10.989,0.011,145.993,1.501,g
2458914.57836,2020-03-06.0804020,bq,1.54,14.844,11.027,0.011,141.117,1.455,g
2459004.10987,2020-06-03.6135271,bA,2.11,15.237,10.728,0.006,185.721,1.139,g
2459004.11116,2020-06-03.6148130,bA,2.16,15.195,10.749,0.007,182.225,1.064,g
2459004.11245,2020-06-03.6161016,bA,2.17,15.169,10.746,0.007,182.597,1.215,g
2459005.10518,2020-06-04.6088041,bA,2.42,15.180,10.733,0.007,184.819,1.090,g
2459009.09459,2020-06-08.5980730,bA,2.15,14.854,10.766,0.008,179.221,1.264,g
2459010.09254,2020-06-09.5959862,bA,2.10,15.292,10.727,0.006,185.887,1.022,g
2459010.09384,2020-06-09.5972811,bA,2.09,15.268,10.690,0.006,192.447,1.005,g
2459010.09512,2020-06-09.5985673,bA,2.08,15.307,10.724,0.007,186.502,1.136,g
2459014.08584,2020-06-13.5891307,bA,2.16,15.462,11.023,0.007,141.502,0.831,g
2459014.08715,2020-06-13.5904359,bA,2.16,15.422,11.001,0.007,144.465,0.859,g
2459014.08846,2020-06-13.5917474,bA,2.14,15.467,11.010,0.006,143.241,0.822,g
2459015.93785,2020-06-15.4410597,bq,1.54,15.080,10.786,0.007,176.127,1.113,g
2459015.93908,2020-06-15.4422817,bq,1.59,15.078,10.799,0.007,173.996,1.135,g
2459015.94029,2020-06-15.4434973,bq,1.49,15.086,10.785,0.007,176.248,1.085,g
2459017.92724,2020-06-17.4303655,bq,1.59,15.097,10.734,0.007,184.690,1.119,g
2459017.92846,2020-06-17.4315853,bq,1.53,15.070,10.701,0.007,190.414,1.293,g
2459017.92969,2020-06-17.4328151,bq,1.59,15.087,10.710,0.007,188.761,1.185,g
2459019.93538,2020-06-19.4384079,bq,1.56,15.161,10.868,0.007,163.312,1.105,g
2459019.93659,2020-06-19.4396232,bq,1.45,15.169,10.877,0.007,161.995,1.078,g
2459019.93783,2020-06-19.4408556,bq,1.48,15.177,10.876,0.007,162.046,1.106,g
2459030.05847,2020-06-29.5609876,bA,2.04,15.377,10.745,0.007,182.818,1.169,g
2459030.05981,2020-06-29.5623210,bA,2.05,15.356,10.741,0.006,183.363,1.103,g
2459030.93660,2020-06-30.4390590,bq,1.47,15.103,10.778,0.007,177.288,1.134,g
2459030.93780,2020-06-30.4402687,bq,1.53,15.118,10.780,0.007,176.944,1.107,g
2459030.93903,2020-06-30.4414908,bq,1.54,15.093,10.749,0.007,182.156,1.197,g
2459034.04095,2020-07-03.5432503,bA,2.07,15.229,10.731,0.007,185.191,1.156,g
2459034.04228,2020-07-03.5445708,bA,2.07,15.277,10.709,0.007,189.039,1.197,g
2459034.04360,2020-07-03.5458960,bA,2.08,15.203,10.731,0.007,185.331,1.160,g
2459036.05213,2020-07-05.5543077,bA,2.18,15.141,10.741,0.008,183.478,1.277,g
2459036.05346,2020-07-05.5556361,bA,2.20,15.203,10.762,0.007,179.985,1.127,g
2459037.03245,2020-07-06.5345648,bA,2.13,15.238,10.767,0.007,179.234,1.119,g
2459037.03377,2020-07-06.5358873,bA,2.11,15.222,10.796,0.007,174.467,1.055,g
2459037.03509,2020-07-06.5372065,bA,2.13,15.259,10.808,0.007,172.578,1.128,g
2459038.03168,2020-07-07.5337396,bA,2.09,15.417,11.226,0.007,117.438,0.768,g
2459038.03300,2020-07-07.5350532,bA,2.08,15.483,11.229,0.006,117.127,0.716,g
2459038.03431,2020-07-07.5363736,bA,2.08,15.475,11.229,0.007,117.114,0.754,g
2459041.03787,2020-07-10.5397453,bA,2.11,15.289,10.702,0.006,190.229,0.994,g
2459041.03918,2020-07-10.5410570,bA,2.12,15.300,10.708,0.007,189.236,1.161,g
2459041.04049,2020-07-10.5423693,bA,2.09,15.323,10.730,0.007,185.443,1.136,g
2459043.09300,2020-07-12.5947468,bA,2.06,15.473,10.987,0.005,146.223,0.700,g
2459043.09431,2020-07-12.5960561,bA,2.07,15.491,10.941,0.006,152.641,0.931,g
2459043.09562,2020-07-12.5973648,bA,2.08,15.483,10.968,0.006,148.935,0.846,g
2459049.01409,2020-07-18.5154649,bA,2.00,15.432,10.770,0.006,178.586,1.039,g
2459049.01540,2020-07-18.5167703,bA,2.02,15.412,10.774,0.006,177.965,1.062,g
2459050.00399,2020-07-19.5053041,bA,2.05,15.588,11.151,0.007,125.795,0.763,g
2459050.00531,2020-07-19.5066168,bA,2.06,15.571,11.145,0.006,126.422,0.665,g
2459050.00662,2020-07-19.5079276,bA,2.05,15.569,11.144,0.006,126.613,0.679,g
2459053.11475,2020-07-22.6158540,bA,2.11,15.363,10.714,0.005,188.167,0.862,g
2459053.11603,2020-07-22.6171314,bA,2.11,15.375,10.725,0.006,186.219,1.095,g
2459053.87725,2020-07-23.3783039,bq,1.47,15.120,10.723,0.006,186.591,1.060,g
2459053.87847,2020-07-23.3795234,bq,1.44,15.109,10.681,0.007,193.847,1.186,g
2459053.87969,2020-07-23.3807418,bq,1.40,15.136,10.731,0.007,185.141,1.189,g
2459054.87964,2020-07-24.3806180,bq,1.52,15.119,10.724,0.007,186.393,1.146,g
2459054.88085,2020-07-24.3818346,bq,1.56,15.108,10.715,0.007,187.996,1.124,g
2459054.88207,2020-07-24.3830508,bq,1.55,15.106,10.740,0.006,183.632,1.074,g
2459058.97619,2020-07-28.4768991,bA,2.20,15.354,10.736,0.006,184.279,1.033,g
2459058.97749,2020-07-28.4781996,bA,2.16,15.353,10.717,0.006,187.700,1.099,g
2459058.97878,2020-07-28.4794892,bA,2.15,15.366,10.727,0.006,186.013,1.089,g
2459060.96069,2020-07-30.4612619,bA,2.04,15.331,10.730,0.007,185.373,1.134,g
2459060.96197,2020-07-30.4625429,bA,2.09,15.317,10.753,0.007,181.400,1.130,g
2459060.96326,2020-07-30.4638325,bA,2.06,15.309,10.755,0.006,181.104,1.062,g
2459061.91962,2020-07-31.4201369,bq,1.48,15.177,10.832,0.006,168.673,0.892,g
2459061.92085,2020-07-31.4213584,bq,1.47,15.185,10.832,0.007,168.876,1.053,g
2459061.92206,2020-07-31.4225715,bq,1.55,15.190,10.850,0.006,166.067,0.909,g
2459063.04848,2020-08-01.5489061,bA,2.06,15.334,10.777,0.006,177.563,1.055,g
2459063.04976,2020-08-01.5501945,bA,2.06,15.363,10.755,0.005,181.187,0.901,g
2459063.05107,2020-08-01.5514953,bA,2.06,15.350,10.785,0.006,176.359,1.053,g
2459065.81010,2020-08-04.3103401,bq,1.59,14.923,10.746,0.009,182.693,1.519,g
2459065.81133,2020-08-04.3115621,bq,1.52,14.818,10.735,0.008,184.457,1.336,g
2459065.81254,2020-08-04.3127760,bq,1.53,14.821,10.743,0.007,183.075,1.235,g
2459069.95478,2020-08-08.4547305,bA,2.18,15.248,10.743,0.007,183.126,1.225,g
2459069.95603,2020-08-08.4559782,bA,2.18,15.320,10.775,0.006,177.826,0.932,g
2459070.99600,2020-08-09.4958870,bA,2.05,15.289,10.727,0.006,185.921,1.098,g
2459070.99724,2020-08-09.4971267,bA,2.06,15.327,10.731,0.006,185.190,0.985,g
2459070.99849,2020-08-09.4983674,bA,2.05,15.374,10.718,0.006,187.462,0.960,g
2459072.78991,2020-08-11.2896618,bq,1.48,15.085,10.715,0.007,187.867,1.189,g
2459072.79114,2020-08-11.2908939,bq,1.53,15.090,10.724,0.007,186.330,1.187,g
2459072.79236,2020-08-11.2921111,bq,1.55,15.098,10.731,0.006,185.285,1.004,g
2459074.91695,2020-08-13.4165615,bA,2.02,15.472,10.951,0.006,151.145,0.920,g
2459074.91820,2020-08-13.4178056,bA,2.01,15.476,10.943,0.006,152.356,0.882,g
2459074.91943,2020-08-13.4190474,bA,2.01,15.459,10.952,0.006,151.059,0.891,g
2459078.94112,2020-08-17.4404652,bA,2.03,15.372,10.767,0.006,179.254,1.033,g
2459078.94237,2020-08-17.4417106,bA,2.04,15.388,10.765,0.006,179.502,1.060,g
2459078.94361,2020-08-17.4429489,bA,2.05,15.368,10.744,0.006,183.046,1.021,g
2459083.90127,2020-08-22.4002746,bA,2.05,15.378,10.720,0.006,187.103,1.036,g
2459083.90251,2020-08-22.4015188,bA,2.06,15.370,10.707,0.006,189.275,0.955,g
2459083.90375,2020-08-22.4027582,bA,2.03,15.378,10.701,0.006,190.252,1.014,g
2459085.89232,2020-08-24.3911836,bA,2.10,15.257,10.813,0.006,171.766,0.951,g
2459085.89357,2020-08-24.3924347,bA,2.14,15.224,10.790,0.006,175.390,0.980,g
2459085.89484,2020-08-24.3937091,bA,2.17,15.260,10.813,0.007,171.754,1.040,g
2459086.94232,2020-08-25.4411140,bq,1.58,15.224,10.933,0.006,153.784,0.932,g
2459086.94355,2020-08-25.4423462,bq,1.49,15.228,10.935,0.006,153.431,0.812,g
2459086.94477,2020-08-25.4435645,bq,1.47,15.247,10.964,0.007,149.379,0.970,g
2459088.89995,2020-08-27.3986265,bA,2.03,15.317,10.729,0.006,185.393,1.016,g
